"beta_hat","beta","gamma","sigma","distribution","g","r"
4.14753388068384,4,0.5,0.5,"normal",18,57
4.05180890365278,4,0.5,0.5,"normal",18,57
4.10248855416893,4,0.5,0.5,"normal",18,57
4.37799047071375,4,0.5,0.5,"normal",18,57
3.80370640164907,4,0.5,0.5,"normal",18,57
3.72769204366624,4,0.5,0.5,"normal",18,57
3.57354559103753,4,0.5,0.5,"normal",18,57
3.95483108125715,4,0.5,0.5,"normal",18,57
3.88207604882612,4,0.5,0.5,"normal",18,57
3.73324567123672,4,0.5,0.5,"normal",18,57
3.97602210691921,4,0.5,0.5,"normal",18,57
4.16858345859366,4,0.5,0.5,"normal",18,57
3.87121955235289,4,0.5,0.5,"normal",18,57
3.89383763296558,4,0.5,0.5,"normal",18,57
3.59365054311951,4,0.5,0.5,"normal",18,57
3.99832956064383,4,0.5,0.5,"normal",18,57
3.79471425238076,4,0.5,0.5,"normal",18,57
4.24488347195149,4,0.5,0.5,"normal",18,57
4.32123396497337,4,0.5,0.5,"normal",18,57
3.96172126558291,4,0.5,0.5,"normal",18,57
3.7138531566052,4,0.5,0.5,"normal",18,57
3.84291209288587,4,0.5,0.5,"normal",18,57
4.24395999985034,4,0.5,0.5,"normal",18,57
4.03509911077622,4,0.5,0.5,"normal",20,51
4.06151560625541,4,0.5,0.5,"normal",20,51
3.77150901219912,4,0.5,0.5,"normal",20,51
4.00496459721942,4,0.5,0.5,"normal",20,51
4.00583428749433,4,0.5,0.5,"normal",20,51
3.9902452352162,4,0.5,0.5,"normal",20,51
4.22510249451888,4,0.5,0.5,"normal",20,51
3.79054687926906,4,0.5,0.5,"normal",20,51
4.3790339495027,4,0.5,0.5,"normal",20,51
3.7890085649345,4,0.5,0.5,"normal",20,51
3.73658398925844,4,0.5,0.5,"normal",20,51
3.6901141155401,4,0.5,0.5,"normal",20,51
3.7452113081186,4,0.5,0.5,"normal",20,51
3.72995023887308,4,0.5,0.5,"normal",20,51
3.94679798898439,4,0.5,0.5,"normal",20,51
3.92765090618316,4,0.5,0.5,"normal",20,51
4.60638949818304,4,0.5,0.5,"normal",20,51
3.47570956005928,4,0.5,0.5,"normal",20,51
3.75519955620687,4,0.5,0.5,"normal",20,51
4.05483185740455,4,0.5,0.5,"normal",20,51
4.4563809962609,4,0.5,0.5,"normal",20,51
3.84168827252016,4,0.5,0.5,"normal",20,51
3.73953141877681,4,0.5,0.5,"normal",20,51
4.09756162066145,4,0.5,0.5,"normal",20,51
3.94080277012521,4,0.5,0.5,"normal",20,51
4.29051734358135,4,0.5,0.5,"normal",20,51
4.0932280556385,4,0.5,0.5,"normal",20,51
4.235753641269,4,0.5,0.5,"normal",20,51
4.08931999535493,4,0.5,0.5,"normal",20,51
3.65890793984733,4,0.5,0.5,"normal",20,51
4.10049685488658,4,0.5,0.5,"normal",22,46
4.19482754851974,4,0.5,0.5,"normal",22,46
4.36452545732429,4,0.5,0.5,"normal",22,46
3.8894150435245,4,0.5,0.5,"normal",22,46
4.02932614251663,4,0.5,0.5,"normal",22,46
3.59758949679766,4,0.5,0.5,"normal",22,46
3.96657509029455,4,0.5,0.5,"normal",22,46
3.89147188645236,4,0.5,0.5,"normal",22,46
